Descricao Area de Referencia,Regiao SDG,Periodo de Tempo,Genero,Idade,Valor Observado,Descricao Unidade de Medida,Ano da Fonte,Ano Mais Recente
Italy,Europe and Northern America,2009,Female,45 to 54 years old,5.48,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,45 to 54 years old,5.43,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,45 to 54 years old,4.0,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,45 to 54 years old,3.549,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,45 to 54 years old,3.405746630018782,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,45 to 54 years old,2.829677577504843,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,45 to 54 years old,7.49155038721826,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,45 to 54 years old,6.687406477242487,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,45 to 54 years old,6.805487333708952,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,45 to 54 years old,3.4435,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,45 to 54 years old,4.068612974554584,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,45 to 54 years old,3.77609392859246,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,45 to 54 years old,3.516,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,45 to 54 years old,3.608032751492456,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,45 to 54 years old,5.621357634835838,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,45 to 54 years old,3.983000000000001,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Female,45 to 54 years old,4.6,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,45 to 54 years old,4.128377296937728,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,45 to 54 years old,4.789939763989036,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,45 to 54 years old,3.824999999999999,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,45 to 54 years old,3.692000000000001,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,45 to 54 years old,4.177999999999998,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,45 to 54 years old,4.638,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,45 to 54 years old,5.525252928,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,45 to 54 years old,3.5,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,45 to 54 years old,2.764767170042956,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,45 to 54 years old,0.661,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,45 to 54 years old,1.324833623101334,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Male,45 to 54 years old,2.6,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,45 to 54 years old,1.211980555555556,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,45 to 54 years old,0.1714666666666667,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,45 to 54 years old,2.201402674232018,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,45 to 54 years old,1.101139437443622,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,45 to 54 years old,2.447,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,45 to 54 years old,2.461,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,45 to 54 years old,0.9556093020316756,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,45 to 54 years old,0.9666666666666666,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,45 to 54 years old,0.9333333333333332,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,45 to 54 years old,2.545,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,45 to 54 years old,1.8,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,45 to 54 years old,1.993193074402464,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,45 to 54 years old,1.75,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,45 to 54 years old,1.66,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,45 to 54 years old,1.85,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,45 to 54 years old,1.333333333333333,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,45 to 54 years old,0.701,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,45 to 54 years old,0.8454834588931541,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,45 to 54 years old,2.043650951793136,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,45 to 54 years old,2.658968153192435,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,45 to 54 years old,2.384685860300054,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,45 to 54 years old,2.725812456843357,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,45 to 54 years old,1.9265,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,45 to 54 years old,2.03185268471836,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,45 to 54 years old,2.803121690380745,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,45 to 54 years old,2.949,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,45 to 54 years old,1.222391109584971,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,45 to 54 years old,2.061020165675712,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,45 to 54 years old,2.35,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Male,45 to 54 years old,2.183333333333334,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,45 to 54 years old,1.710924887599952,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,45 to 54 years old,2.531542307830157,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,45 to 54 years old,2.355,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,45 to 54 years old,2.532,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,45 to 54 years old,2.706,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,45 to 54 years old,2.827,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,45 to 54 years old,0.8921833131,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,45 to 54 years old,2.3,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,45 to 64 years old,5.399999999999999,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Male,45 to 64 years old,2.4,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,55 to 64 years old,4.505274356116042,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Female,55 to 64 years old,4.858000000000001,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,55 to 64 years old,3.22210189525916,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Female,55 to 64 years old,3.7,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Female,55 to 64 years old,4.248152777777777,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,55 to 64 years old,0.2626472222222222,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,55 to 64 years old,5.703238669616471,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,55 to 64 years old,3.484338708938503,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,55 to 64 years old,3.946,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,55 to 64 years old,3.489,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,55 to 64 years old,4.484757148162671,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,55 to 64 years old,3.6,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,55 to 64 years old,4.6,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,55 to 64 years old,4.014,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,55 to 64 years old,5.283333332999999,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,55 to 64 years old,4.409775533129565,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,55 to 64 years old,6.330000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,55 to 64 years old,5.71,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,55 to 64 years old,5.39,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,55 to 64 years old,4.466666666666666,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,55 to 64 years old,4.05,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,55 to 64 years old,3.387125094403542,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,55 to 64 years old,2.918894624288508,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,55 to 64 years old,6.572064799341385,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,55 to 64 years old,6.802394450738554,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,55 to 64 years old,6.908219088356204,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,55 to 64 years old,5.035833333333333,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,55 to 64 years old,5.107414176006456,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,55 to 64 years old,4.522742954428055,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,55 to 64 years old,3.716,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,55 to 64 years old,3.453092483759845,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,55 to 64 years old,5.726142462944765,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,55 to 64 years old,4.315999999999999,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Female,55 to 64 years old,5.283333333333334,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,55 to 64 years old,5.611648922031302,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,55 to 64 years old,5.525301668886857,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,55 to 64 years old,3.444,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,55 to 64 years old,3.395,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,55 to 64 years old,3.540999999999999,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,55 to 64 years old,3.579,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,55 to 64 years old,4.8391501198,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,55 to 64 years old,4.0,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,55 to 64 years old,2.535451427076479,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,55 to 64 years old,0.617,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,55 to 64 years old,0.9176772236157992,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Male,55 to 64 years old,2.7,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,55 to 64 years old,1.243738888888889,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,55 to 64 years old,0.1163083333333333,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,55 to 64 years old,1.953121362315233,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,55 to 64 years old,1.185408403251042,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,55 to 64 years old,2.914,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,55 to 64 years old,2.855,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,55 to 64 years old,1.041142261816415,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,55 to 64 years old,0.9333333333333332,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,55 to 64 years old,1.0,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,55 to 64 years old,2.608,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,55 to 64 years old,2.099999969999999,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,55 to 64 years old,2.325540325454328,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,55 to 64 years old,2.2,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,55 to 64 years old,2.19,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,55 to 64 years old,2.33,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,55 to 64 years old,1.5,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,55 to 64 years old,0.916,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,55 to 64 years old,0.8714772988851388,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,55 to 64 years old,2.203577893019139,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,55 to 64 years old,2.426544838653292,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,55 to 64 years old,2.582425734878798,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,55 to 64 years old,3.03240461946445,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,55 to 64 years old,2.116833333333334,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,55 to 64 years old,3.27807457392708,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,55 to 64 years old,2.927851847324544,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,55 to 64 years old,2.293,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,55 to 64 years old,1.188745685315504,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,55 to 64 years old,2.219160601378845,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,55 to 64 years old,2.767,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Male,55 to 64 years old,2.75,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,55 to 64 years old,2.590254097331843,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,55 to 64 years old,2.524759997715839,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,55 to 64 years old,2.028,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,55 to 64 years old,2.415,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,55 to 64 years old,2.203,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,55 to 64 years old,2.514,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,55 to 64 years old,0.9771399244000004,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,55 to 64 years old,1.9,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,65 years old and over,4.921389940708815,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Female,65 years old and over,4.669,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,65 years old and over,3.075976644832429,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Female,65 years old and over,3.9,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Female,65 years old and over,3.209233333333334,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,65 years old and over,0.1341472222222223,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,65 years old and over,4.637772534735926,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,65 years old and over,2.26782698974207,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,65 years old and over,3.782999999999999,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,65 years old and over,3.847,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,65 years old and over,3.584431865773101,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,65 years old and over,2.216666666666667,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,65 years old and over,2.316666666666667,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,65 years old and over,4.405999999999999,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,65 years old and over,4.466666666669999,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,65 years old and over,4.277700707317504,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,65 years old and over,4.91,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,65 years old and over,4.970000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,65 years old and over,4.629999999999999,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,65 years old and over,3.899999999999999,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,65 years old and over,3.483000000000001,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,65 years old and over,3.118046144030512,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,65 years old and over,2.358499655813096,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,65 years old and over,4.697632474830836,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,65 years old and over,5.5425873278684,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,65 years old and over,5.787943082682207,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,65 years old and over,4.264666666666666,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,65 years old and over,4.543099950458685,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,65 years old and over,4.623520427653164,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,65 years old and over,4.348999999999999,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,65 years old and over,2.117558303520938,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,65 years old and over,4.635720464904972,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,65 years old and over,4.132999999999999,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,65 years old and over,5.000000000000001,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Female,65 years old and over,4.516666666666667,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,65 years old and over,4.293578527887639,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,65 years old and over,4.639602685703587,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,65 years old and over,3.133000000000001,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,65 years old and over,3.024,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,65 years old and over,3.221,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,65 years old and over,3.273,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,65 years old and over,3.8866685821,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,65 years old and over,2.1,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,65 years old and over,3.39887481299017,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,65 years old and over,1.454,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,65 years old and over,0.8418432668643543,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Male,65 years old and over,2.9,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,65 years old and over,1.278127777777778,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,65 years old and over,0.0948083333333333,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,65 years old and over,2.561224102145395,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,65 years old and over,1.054851014209019,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,65 years old and over,3.165,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,65 years old and over,3.161,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,65 years old and over,1.11219126198487,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,65 years old and over,0.65,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,65 years old and over,0.8,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,65 years old and over,3.409,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,65 years old and over,2.13333333,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,65 years old and over,2.435592569693101,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,65 years old and over,2.32,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,65 years old and over,2.35,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,65 years old and over,2.49,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,65 years old and over,1.75,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,65 years old and over,1.284,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,65 years old and over,1.214863200893635,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,65 years old and over,2.16083503047631,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,65 years old and over,2.292033580693533,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,65 years old and over,2.746936437419312,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,65 years old and over,3.005716618854857,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,65 years old and over,2.372,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,65 years old and over,3.254863536862517,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,65 years old and over,3.264075876471973,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,65 years old and over,3.983000000000001,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,65 years old and over,1.016817602069823,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,65 years old and over,2.372335377540635,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,65 years old and over,3.833000000000001,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Male,65 years old and over,3.4,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Male,65 years old and over,3.1,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,65 years old and over,2.831085062226641,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,65 years old and over,2.969284000392809,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,65 years old and over,2.347,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,65 years old and over,2.208,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,65 years old and over,2.471,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,65 years old and over,2.71,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,65 years old and over,1.2463433408,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,65 years old and over,0.8,Hours per day,2022,1.0
North Macedonia,Europe and Northern America,2015,Female,10 to 14 years old,0.3666666666666666,Hours per day,2022,1.0
North Macedonia,Europe and Northern America,2015,Male,10 to 14 years old,0.1833333333333333,Hours per day,2022,1.0
Albania,Europe and Northern America,2011,Female,10 years old and over,5.216666666666666,Hours per day,2022,1.0
Brazil,Latin America and the Caribbean,2009,Female,10 years old and over,4.233333333333333,Hours per day,2022,1.0
Belarus,Europe and Northern America,2015,Female,10 years old and over,4.6,Hours per day,2022,1.0
Ethiopia,Sub-Saharan Africa,2013,Female,10 years old and over,4.633333333333334,Hours per day,2022,1.0
Estonia,Europe and Northern America,2000,Female,10 years old and over,4.783333333333332,Hours per day,2022,Sem Informação
Estonia,Europe and Northern America,2010,Female,10 years old and over,4.133333333333333,Hours per day,2022,1.0
Ghana,Sub-Saharan Africa,2009,Female,10 years old and over,3.466666666666667,Hours per day,2022,1.0
Iraq,Northern Africa and Western Asia,2007,Female,10 years old and over,5.783333333333332,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2012,Female,10 years old and over,4.1,Hours per day,2022,Sem Informação
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2003,Female,10 years old and over,2.4,Hours per day,2022,Sem Informação
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2008,Female,10 years old and over,2.5,Hours per day,2022,Sem Informação
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2013,Female,10 years old and over,2.5,Hours per day,2022,1.0
Luxembourg,Europe and Northern America,2014,Female,10 years old and over,3.466666666666666,Hours per day,2022,1.0
Malta,Europe and Northern America,2002,Female,10 years old and over,4.5,Hours per day,2022,1.0
Mauritius,Sub-Saharan Africa,2003,Female,10 years old and over,4.55,Hours per day,2022,1.0
South Africa,Sub-Saharan Africa,2000,Female,10 years old and over,3.55,Hours per day,2022,Sem Informação
South Africa,Sub-Saharan Africa,2010,Female,10 years old and over,3.733333333333333,Hours per day,2022,1.0
Thailand,Eastern and South-Eastern Asia,2009,Female,10 years old and over,3.066666666666666,Hours per day,2022,1.0
North Macedonia,Europe and Northern America,2009,Female,10 years old and over,4.016666666666667,Hours per day,2022,Sem Informação
North Macedonia,Europe and Northern America,2015,Female,10 years old and over,3.7,Hours per day,2022,1.0
Egypt,Northern Africa and Western Asia,2015,Female,10 years old and over,5.366666666666666,Hours per day,2022,1.0
Albania,Europe and Northern America,2011,Male,10 years old and over,0.8333333333333335,Hours per day,2022,1.0
Brazil,Latin America and the Caribbean,2009,Male,10 years old and over,1.433333333333333,Hours per day,2022,1.0
Belarus,Europe and Northern America,2015,Male,10 years old and over,2.283333333333333,Hours per day,2022,1.0
Ethiopia,Sub-Saharan Africa,2013,Male,10 years old and over,1.583333333333333,Hours per day,2022,1.0
Estonia,Europe and Northern America,2000,Male,10 years old and over,2.683333333333333,Hours per day,2022,Sem Informação
Estonia,Europe and Northern America,2010,Male,10 years old and over,2.583333333333333,Hours per day,2022,1.0
Ghana,Sub-Saharan Africa,2009,Male,10 years old and over,0.85,Hours per day,2022,1.0
Iraq,Northern Africa and Western Asia,2007,Male,10 years old and over,1.0,Hours per day,2022,1.0
